,userName,score,at,content
249,Alexander Jimmi,5,2022-09-14 01:52:53,Mantaaabs nih barang
250,Donny Wijaya,1,2022-09-13 11:09:52,applikasi nya sering eror mulu
251,ruth alfons,4,2022-09-12 07:01:01,Hi Tim Bardi Smart Home Minta tlg jika kendala pas dibuka app Bardi di HP tiba² ada instruksi utk clear cache trus kelap kelip gtu jadinya... Sy klik clear cache ga bhasil² tuch...hiikzz.. solusinya bgmn ya ???
252,Yuda Kurniawan,5,2022-09-11 11:01:46,"good experience, after last update.. 5 stars."
253,Khoirul Umam,4,2022-09-11 10:15:30,Tolong tambahkan opsi warna pada schedule. Saya butuh jam 10 malam warna lampu berubah jadi kuning redup.
254,Samim Zarin,2,2022-09-11 01:31:48,"Bad update....after this new update the connectivity is bad, slow, crashes and sometimes won't start. Before this update I had no problems on my Galaxy A03s. When it used to take 1-2 sec to connect now takes 20 sec before a picture shows up and then it still choppy on SD setting. Fix this update please."
255,alfa topteen,2,2022-09-10 17:44:48,"Always shown pop up to erase data while open apps, after click ""clear immediately"" apps force closed.. thats bugs so annoying caused can't even chage the light mode"
256,Ricky Lee,3,2022-09-09 09:53:19,"Setelah update versi aplikasi malah jadi sering force stop, harus clear cache, lambat. Tidak selancar sebelum update versi. Mohon segera diperbaiki karena vital fungsi aplikasi nya. Thanks"
257,josei desuu,5,2022-09-09 06:59:37,be smart
258,Menak Aryananda,3,2022-09-07 15:13:23,"Setelah update versi baru 4 sept 2022, Di Android sering error. Force close pada xiaomi dan samsung. Mohon diperbaiki"
259,Fathir Uroerayana,1,2022-09-07 15:12:26,Hampir selalu crash saat dibuka
260,Henry David,1,2022-09-07 12:09:35,"After the update the bluetooth lamp is unable to connect, and no i wont contact your cs number"
261,inneke anton,1,2022-09-07 11:04:06,September 4 update causes the App to crash and pop up black screen Xperia XZ1 Android 9
262,A Subagio,2,2022-09-07 07:51:16,"Ternyata ada juga yg bermasalah dengan memory CCTV, tidak bisa record/playback/save data/reformat, untuk kasus saya error kadang terjadi dan bisa normal kembali setelah unplug kabel, masalahnya kabel ada diatas akan sangat merepotkan untuk melakukan berulang, akan berguna jika di aplikasi ada feature ""REBOOT DEVICE"", btw sd card yg saya gunakan class 10 dan beli di official store"
263,hendro djz,1,2022-09-07 04:50:55,"Setelah update, program sering crash dan meminta hapus cache. Update sebelumnya jauh lebih baik dan efisien. Mohon dapat diperbaiki kembali updatenya."
264,LAPAK WULL,1,2022-09-07 01:52:14,"Sekarang aplikasinya banyak bug, tidak dapat dibuka"
265,Dedi Ariwibowo,1,2022-09-05 14:16:11,"Aplikasinya terlalu berat. Mau hidup/matikan lampu aja bisa nunggu 1 menitan. Scheduler selalu gagal. Dulu masih bisa, sekarang malah makin susah aja. Ga ada perbaikan."
266,吉田駆,5,2022-09-04 15:43:22,Thank you for fixing the app!
267,Michael Dasilva,2,2022-09-04 12:10:50,Akhir² ini suka error aplikasi
268,ernst,1,2022-09-03 14:15:09,"After the last update, the app keeps crashing and force closes"
269,Aji Wahyu,3,2022-09-03 12:28:09,"seharusnya di menu automation di list sort secara ascending, akan membantu bila device dan tasknya banyak"
270,Aulia Alamsyah Npt,1,2022-09-01 12:44:52,"Sering crash appnya ga bisa di buka, terus cloudnya juga kdg2 ga ke rekam, dan buat Csnya responnya cpat tp ga ada penyelesaian masalah, saya berlangganan cloud 1 bulan sudh bayar tp pembayaran saya ga masuk di appnya malah statusnya ter cancel, terpaksa saya bayar 2 x untuk berlangganan, sudah lapor seminggu lebih jawabannya menunggu terus dan smpe skrg ga ada kabar"
271,Fakhri ID,1,2022-08-29 14:19:11,Lemot banget njir bikin frustasi
272,Ery Susanti,5,2022-08-29 11:27:55,good
273,Ally Sandrana,1,2022-08-27 20:15:06,"Smart plug tiba2 tidak berfungsi tidak bisa dicontrol/dimatikan, aplikasi minta update firmware tp stuck dichecking firmware. Gak bisa berfungsi langsung jadi rongsokan! Kapok beli produk Bardi lagi!!"
274,Brigitta Vianney,2,2022-08-27 15:07:40,Soooooo slow to load. It takes even longer to turn on/off lights. Smart device with not so smart app
275,Moh Teddy Reza,1,2022-08-24 01:46:26,"Not a very ""smart"" device."
276,Harris Wijaya,1,2022-08-23 22:24:21,"I use 2 outdoor cctv and they have similar problem. After i update firmware for the first time, the camera need to be paired again. Think of the place i put i need high stair n i can't be reached easily. So inconvenient to pair again. Few month later the software need to be upgraded and after i upgrade the sd card didn't detect. It says i need to unplug n plug again the sd card. Dude. Its outdoor cctv. How can one need to reach for each updates. Your competitor did not like that."
277,Ifik Firdaus,5,2022-08-23 05:38:39,mantap
278,Johannes Soekidi,3,2022-08-21 10:44:29,App always showing isn't responding all the time
279,Vagrantseven Seven,1,2022-08-19 01:56:54,"Ga bisa setting jadwal waktu on atau off lampu Bardy, selalu gagal, ga ada penjelasan buat setting jadwal waktu."
280,Antoni Antoni,2,2022-08-16 09:08:02,"Setiap update security android, aplikasi Bardi selalu lemot saat dibuka. Sudah di close dan clear cache juga tetap lemot. Aplikasi bisa connect ke Google Home, Siri, Smart Things, mempermudah hidup banget selama di rumah di musim pandemi ini. Saat tangan penuh hanya perlu suara saja 🥰🥰🥰. Overall saya puas dengan aplikasi nya, walaupun saya setuju masih kurang performa dan akurasi nya. Seperti automasi saat pergi atau datang ke suatu titik GPS, tidak bisa berfungsi. Ditingkatkan terus ya min."
281,The Dark Knight,3,2022-08-12 16:30:30,"I use a lot of Bardi Devices, the more I add new device the slower the app responds...can you fix the app to be more responsive?"
282,Imam Abdillah,5,2022-08-12 10:37:29,So far so good
283,ervina rosanti,5,2022-08-09 12:44:54,bagusssss
284,Moko Mokous,5,2022-08-09 09:31:25,apk mantab
285,Dita Aji Pratama,3,2022-08-09 03:18:58,Ukuran aplikasi terlalu boros dan berat untuk sekelas aplikasi yang fungsinya hanya remote. Mungkin bisa di ringankan lagi agar tidak berat aplikasinya.
286,Bima Sakti,3,2022-08-07 12:23:36,"Untuk smart plug setting tap to run nya tolong diperbaiki tampilannya ya, masa input timer (countdown) harus dalam satuan detik"
287,Mulya Zulkarim,3,2022-08-06 03:46:23,Belum mendukung fitur Split Screen. Tolong didukung fitur tersebut. Terima kasih.
288,Sky Bintang,5,2022-08-05 14:27:33,Good
289,VRN B,5,2022-08-03 11:46:03,cool
290,hasn,3,2022-08-03 10:51:26,"very often glitching, a bit frustrating when that happens but overall good."
291,Sora Madou,5,2022-08-03 07:56:34,Easy use
292,Firdaus Santoso,5,2022-08-03 05:35:00,Aplikasi yg sangat membantu untuk mengelola perangkat smart home dari Bardi
293,Aga Skip,5,2022-08-02 11:16:34,nice
294,Rio Pradhityo,5,2022-08-01 13:39:57,good app
295,Daenk Deccenk,5,2022-07-31 12:15:25,Kerenn
296,Yudhya Sudarmadi,4,2022-07-30 01:50:10,mantaaab
297,Freddy Ibeen Roy Silalahi,5,2022-07-29 09:53:40,keren bingitsss..
298,Erric Alfajri,1,2022-07-29 07:17:49,"Every time I open app, it take too long to connect with device. The scheduler is not working."
299,Fuady Hanief,5,2022-07-27 13:13:23,okeeey banget
300,Sulaiman Budisantoso,5,2022-07-27 10:01:06,Respon cs cepat
301,D'Boyz Production,1,2022-07-26 17:48:30,Aplikasi rusak.. kamera gk bisa format kartu memori dan bermasalah setelah di format. Saya pake kartu memori asli. Skrng malah gk jalan. Entah kameranya yang butut atau aplikasinya yang gk jalan dengan baik.
302,Handry Hanet,5,2022-07-26 11:54:52,nice gadget
303,Dionisius Panji Wijanarko,5,2022-07-26 11:05:17,very usefull aplication
304,Marshel Christian,3,2022-07-26 11:04:06,Lampu sama colokan listrik suka mati sendiri/terputus dari wifi
305,Qi Clearsky,2,2022-07-25 22:32:52,"Widget tidak responsif, harus dipencet berkali-kali baru jalan skenarionya"
306,BELITUNG RIDERS,5,2022-07-25 13:35:40,"sangat membantu sekali, semua jadi otomatis"
307,Felicia Paramita Lim,3,2022-07-24 11:37:31,"I can't access the memory card inside cctv since a few months ago. I tried using my other phone, which is iPhone and it works fine. I think this may be a bug. Please fix this because it's really annoying. Thank you."
308,Marvelle Teddy,1,2022-07-24 04:57:08,Cant even connect to the light bulb
309,Antonius 1974,5,2022-07-24 03:53:29,Konsumen jg di edukasi penggunaan aplikasinya 👍
310,Kevin Martien,1,2022-07-24 00:28:11,"Tidak se smart itu 😌 sering bug dan perlu reconnect router, delay cukup lama"
311,masdimbud channel,1,2022-07-22 13:46:37,Seharian ini semua perangkat tidak terhubung dan belum bisa normal
312,E-Q Rmt,5,2022-07-22 11:11:05,mantap...👍👍
313,Michael Edward,5,2022-07-22 02:40:59,Mudah digunakan..hanya ketika bagian Promp..ga dikasih tau harus scan barcode saat Lampu bardi berwarna apaa? (merah/saat biru?)
314,Shony Saputra,1,2022-07-21 22:45:29,"this app made my life worse, always disconnected when I wanted to do a simple thing: turning on and off a smart bulb"
315,Daris Basuki,3,2022-07-21 07:07:17,"When you record, there is a product brand watermark on the video, it is very distracting, and annoying, please fix it immediately, and remove it"
316,Ferry Yolai,5,2022-07-19 16:35:06,Good..
317,Milla Milla,5,2022-07-19 16:20:33,very usefull
318,Noob Gamer,5,2022-07-18 15:03:30,mantapppp kali
319,美須賀,1,2022-07-18 11:26:45,"Cacad, banyak errornya. Klo listrik mati harus setting lagi dari awal. Ditinggal sebulan ga nyala, harus setting lagi dan ga bisa nyambung. Akhirnya bisa setelah lepas pasang lampunya dan uninstall apk nya."
320,September Rain 74,5,2022-07-18 02:43:52,Hazicha i miss u..
321,Toms Wi,5,2022-07-17 23:56:30,👍🏻
322,Raymond Tedjaja,1,2022-07-16 15:59:17,Koclok
323,Eka D. Kurniawan,5,2022-07-16 15:37:15,"Hebat, beneran smart. Semoga perangkat yang lain bisa ikut dimiliki"
324,Ida sofi Andriana,5,2022-07-15 19:59:08,dg harga under 700rb kwalitas gambar jernih bisa diakses dari jarak jauh keren nih rekomended
325,Erlangga Erlangga,1,2022-07-15 15:29:33,Anak bangsa jangan sosoan bikin app lah lemot gaguna
326,LOLidz official “KINGKUOONG” ChanneL,5,2022-07-15 14:57:29,"very iseful 😁 comfortable 👍 like it, recom product f"
327,MomentuM Photography,1,2022-07-14 16:46:29,Done
328,nur waqfa,4,2022-07-14 06:24:42,Tolong dong...makin banyak USER ... Kekuatan Server aplikasinya di tingkatin juga. Buat kontrol jarak jauhnya sekarang sering DELAY... walaupun sinyal internet bagus. 😌
329,Aunu Rofiq,1,2022-07-14 01:42:29,"Server sering not responding. Padahal sudah terlanjut menggunakan berbagai device. Kalau server nya not responding jadinya ya useless. Security gak bisa, automation gak bisa"
330,Henry Tjahyono,5,2022-07-13 08:20:18,Nice 😊👍
331,Giffary Zaka,1,2022-07-13 03:28:58,always offline device. even though the wifi is no problem
332,Efraim,3,2022-07-12 17:19:25,"Aplikasi nya lemot,setiap saya keluar dari aplikasi dan hitungan 30 menit saya masuk ulang lagi dan susah sekali harus berulang ulang untuk dapat kontrol kembali lampu nya"
333,projek insom,1,2022-07-12 17:00:06,rewel 🥵 susah koneksi ke lampu 12watt nya gampang putus & ngresett
334,Sarwana won,5,2022-07-12 13:11:58,"perfect, good expectation"
335,Azis Resjulifat,5,2022-07-11 23:52:08,easy use and simply
336,pitung betawi,5,2022-07-10 15:23:55,Good Application made in Indonesia 🇮🇩
337,Oloan TS,5,2022-07-10 15:16:09,aplikasinya simple.. mudah dan user friendly
338,Freddi,5,2022-07-10 08:29:34,excellent
339,Ardy Almatsir,5,2022-07-10 02:31:54,Easy to install and picture quality is good
340,Rusdiansyah Anwar,5,2022-07-09 22:02:44,"Sangat memuaskan, Mudah dan gampang utk pengoprasian nya"
341,Tsabit Maulana,1,2022-07-09 13:27:48,Upgrade wifi ke 5G. Malah ga bisa dipake CCTVnya karena cuma support 2.4 G Kocak.
342,DI YANUAR,5,2022-07-09 08:20:49,IOT apps multi-access
343,Vincents Genesius Evans,3,2022-07-08 23:03:46,"EDIT: Terima kasih utk respon nya. Maaf saya perlu kasih Bintang 1 sebelumnya, untuk mendapatkan perhatian anda. Tolong betulkan sistem nya. Bardi Lock nya tidak bisa kirim Online Password, Offline Password, baik Time Limited Password maupun One Time Password. Jadi saya harus berikan PIN pribadi saya buat pegawai berkali2. DULU Awal2 masih bisa, sesudah itu tidak bisa lagi. Kalau launch App, coba tolong uji coba berkali2, terima kasih. VGE"
344,Ginarti Budiman,4,2022-07-08 00:27:01,it is better if we move the socket to another place with different wifi .... it can also be used
345,Adam,5,2022-07-07 15:22:34,Good performance
346,septian fery,5,2022-07-07 12:23:19,mantap.....
347,Delief Jardine,5,2022-07-07 10:35:49,mantap
348,Andre Rosi Pradita,5,2022-07-07 08:23:37,kamera cctv yg membantu mengecek rumah saat ditinggalkan
349,Eko Verdianto,5,2022-07-06 11:34:43,"mantap banget, pokok nya bagus"
350,Stanley Lembono,1,2022-07-06 11:29:21,Smart Plug tidak bisa diupdate dan sering offline. Saat sudah Online pun Update Failed. Tidak bisa update ke firmware 1.0.5.
351,ahmad Rival,5,2022-07-06 04:00:01,membantu bgt dan enteng aplikasinya dibanding mihome
352,louis yuanta,5,2022-07-06 02:21:48,Good app
353,Rakha Zidane,4,2022-07-05 13:55:32,"Aplikasi membantu integrasi alat"" smart home. Lampu juga oke, mudah diatur dan UI mudah dipahami. Sayangnya, untuk hape saya masih sering kejadian ""App not responding"". Mungkin ada isu dengan aplikasi atau dengan versi android? Saya pakai android 10 dan setting lampu masih bisa lancar, tapi terkadang app not responding muncul saja"
354,Erwin Tristianto,5,2022-07-05 05:33:16,helpfully
355,siska andriani,5,2022-07-05 04:10:39,"hasilnya memuaskan baik gambar, suara dan hasil rekaman nya"
356,Agung Kurniawan,5,2022-07-05 03:37:42,Sangat membantu...
357,Dedi,5,2022-07-04 06:09:29,mantab lah futuristic bingitz
358,Cristian D,5,2022-07-03 19:52:30,"mantap lah bardi, tinggal bisa donlot mp4 nya tanpa cabut sdcard n via lan jadi perfect"
359,Sinung Hartanto,5,2022-07-03 11:31:13,bagus
360,Ardheka Rieswirandhi,2,2022-07-03 06:58:24,"Update yang paling baru malah jd lemot, sama lampu suka restart kedip2x sendiri terus terusan"
361,Antonius Surjadi,1,2022-07-03 00:44:06,"Update terakhir membuat saya tidak bisa control warna lampu. Tolong kalau update software menjadi yang lebih user friendly, bukan sebaliknya."
362,Fenny Yu,5,2022-07-02 19:54:14,kereeen
363,Than,5,2022-07-02 19:12:10,❤
364,Rejan Muis,5,2022-07-02 15:30:23,ok cool smart device
365,Novandhika Saputra Hidayat,5,2022-07-02 12:48:55,easy install and very helpful
366,Hstudio productions,2,2022-07-02 12:34:21,It works fine for few years. But then it wont respond to the lights. It no longer controlls my led lights for some reason. The app has great features. But please fix this issue
367,Cecile Moeljo,5,2022-07-01 23:47:31,Bardi is very easy to install and operate. Like it very much.
368,aris gunawan,5,2022-07-01 06:16:35,Simple but make house like smart home
369,rifqyzakaria,1,2022-06-30 16:14:38,"Aplikasi sering error meskipun sudah di close tetap saja error notifnya muncul. Memory card pada cctv ip sering sekali minta di format padahal memory cardnya sudah sesuai dengan required system dari bardi sehingga tidak bisa melihat record sebelumnya, SO BAD."
370,Sam Irviady,1,2022-06-30 12:37:16,Storage cannot br recognize in my bardi CCTV in the app. I don't know whether the app or my cctv cam. Please solve the issue.
371,Difaini Anugrah,5,2022-06-29 20:15:12,"very useful app, help me to see the condition without my present"
372,Nara Lianada,5,2022-06-29 13:32:20,mangstabbbb
373,sulis tri,4,2022-06-29 12:25:10,useful
374,Zara Zettira,5,2022-06-29 08:06:35,Work properly after installation. Thanks Bardi!
375,Farmudhan,1,2022-06-28 22:17:40,Jeellleekkkkkk delayyy..
376,Aga Pradipta,5,2022-06-28 22:11:05,Mantaap!
377,Yusuf Abdullah,5,2022-06-28 19:31:28,Jarak jauh kontrol peralatan listrik
378,Irani,5,2022-06-28 13:28:53,Overall best!
379,Frisky Nadya Prameswari,5,2022-06-28 11:43:02,Super easy to use
380,Jenie Fransiska,4,2022-06-28 06:05:20,kualitas blm HD
381,I Putu Erwin Febriana,5,2022-06-27 15:50:07,Niceee
382,phantom 060,3,2022-06-27 02:57:40,Diawal pemakaian sudah bagus. Sampai suatu ketika saya ingin memasant sd card untuk Recording. Anehnya setiap saya playback dengan hp pocophone f1 selalu minta format tp di hp lain (samsung a51) ngga dan lancar2 saja playbacknya.
383,Heroe Roesdianto,4,2022-06-26 12:41:43,Good Aplication
384,romi hidayat,1,2022-06-26 10:41:03,make the app like Philips no trouble
385,Dyon Harshanto,5,2022-06-25 11:44:02,"Mudah digunakan, fungsi cukup banyak, memenuhi kebutuhan"
386,Aditya Febryanto,5,2022-06-24 11:15:27,sangat berkualitas produk ini
387,Rizki Reza,1,2022-06-23 13:45:42,Jelek crash mulu cape bener reset setting mulu bisa 3 kali sehari. Merek sebelah si bosman juga sama. Instal ulang udah sejam loading doang
388,jafar hamzah,5,2022-06-23 08:14:07,mudah di operasikan
389,Levinda Surya,5,2022-06-22 09:48:00,great technology
390,Hendra Ehenmaru,5,2022-06-22 09:42:56,bagus dan cukup memuaskan
391,Eduardus Doni Prasetyo,5,2022-06-21 14:38:51,usefull and easy to connect
392,degolfo noven,5,2022-06-21 03:12:17,tx
393,Ari Santoso,4,2022-06-21 02:51:33,Easy and help me to auto switch my device
394,fajar furqon,5,2022-06-20 09:37:01,bagus
395,Ronny Just share,5,2022-06-20 08:10:11,Hardware yg baik selama pemakaian ga ada error. Kalo ada error bisa hub cs dan langsung di respon.
396,Linna Amanda,5,2022-06-19 16:53:11,"Mudah dipakai, tapi kadang agak susah kedeteksi lampunya. Tapi mungkin juga karena jaringan WiFi lagi jelek sih."
397,Ropi Pambudi,4,2022-06-19 15:55:41,compatibility issue on oppo reno
398,in dohan,5,2022-06-19 09:58:55,good.thank u
399,satria pringgondani,5,2022-06-19 05:04:19,ok
400,Panji Pratama,5,2022-06-18 13:15:30,Keren
401,Arya Febriyanto,5,2022-06-18 12:14:48,Top
402,Teddy,5,2022-06-17 19:20:38,"good, lebih bagus dan berjalan lancar"
403,Matheus Saputera,1,2022-06-17 16:16:14,"One of the best apps to automate ur lighting strips but the apps connection time to detect the strips take to long to respond, i've waited about a minute but the on off button still disable to click and it always told me unable to connect when my devices is always powered to the socket"
404,Achilles L,5,2022-06-16 23:45:52,very usefull and good aplication
405,Adama Morris Orah,5,2022-06-16 18:31:24,easy to use
406,Hilman Priyana,5,2022-06-16 13:42:09,enjooy
407,Hanif Najib,5,2022-06-16 11:37:03,"My app suddenly isn't working on ANY of my WiFi connections, it was working perfectly fine yesterday. What is going on? I even reinstalled the app just to be sure, but I can't even log in, it will not load. EDIT: Customer service through Whats App quickly served me and their IT department swiftly solved my issues 👌"
