"","text"
"1713","good a you can control your lamst with your e"
"1714"," u  beberaugs yg u  fixing  ya  sy lihat ani jarang   ue aasi nya   refresh   nyangkut   klik resnya lumayan lambat beda  amarthome yg sblm nya semoga cedi aiki"
"1715"," ngasih bintang  ttur ip cam  aasi  u  enahan tdk  fitur utk co harekaman  aasi   ing      rumah   kejadian ing yg terekam   fitur coentu data bs  diamankan     fitur hajg ing krn   microsd  h     rumah pd otomatisasi trigger ip cam jg  deteksi gerak   trigger  setika night vision aktif"
"1716"," install  aasi smart life     connect  google assistant  ing sukses  ntah suara ok google   daya listrik dimkan  dinyalakan     via google assistant  kasusnya  smart life   r aasi smart life  bermasalah  a bardi    sih  kalo  kontrol ngkat  manual  aasi bardi nggak  via voice command ok google"
"1717","automation  ganti temrnanya kadang ngebug ga berfungsi contoh   ganti cool white  voice command google home temure bardi    ganti  k kdg bs kdg ga  trus sistem grou  nggak  jd  masukin  klo  bikin automation temure lamlo  satuannya kelvin   bs diin keyboard su gmyettingnya taverall ok sih   ukuran smartbulb budget smoga kda rgbnya bs ky  hue "
"1718","menu automation kadang jalan kadang nggak      ya"
"1719","pakai aasi bardi aakai aasi smart lifenya tuya sih"
"1720","barusan beli smart ir sayangnya blm berhasil nambah ser tombolnya off   milih ser altec lansing    bangoluffsen    hannya"
"1721","voicecommand not working fix this you get  star"
"1722",""
"1723","setting  berhasil  gimana  konek tanifi hots  i wifi ha"
"1724","aasi  bener   smartlife ya"
"1725","pakai  hn hotskok gak  ya"
"1726","ac daikin susah konek"
"1727","smart breakernya tolong  aiki  kadangkadang aang dijadwalkan  onoff  kadangkadang status smart breakernya suka offline    restart  manual   error  berfungsi  kalo   aiki   rate  bintang thanks"
"1728",""
"1729","thank you bardi smart home your device and aare cool and easy to use"
"1730","bagus aasinya raan mantangat fungsional     bug   semoga  lancar  awet "
"1731","terbantu banget  buku uan bardi udah  bahasa indonesia  gam  dimengerti"
"1732"," bingung sih  hubungin  aama ir remotenya gimana taetelah gue baca buku uannya sih langsung  connect thank you bardi"
"1733","wow jutaan orang  menyadari   damenyalakan botan elektronik  rumah  handenya wow"
"1734","penasaran gara iklannya muncul   instagram  gue coba  beli     berubah samjt warna gak aya sih tamang beneran warna   diubah sesuai  gue "
"1735","halo admin  ga ya device  dikasih data  contoh nya   smart ir remote bardi   data json nya tgl jam kasaya matikan  hidu thanks"
"1736","mantanget    setting warnanya  smarte "
"1737","oktkssya coba "
"1738","lamardi keren banget sih udah    review  instagramnya sukses  bardi "
"1739","wow tv  ac  rmh ane jd smart  ir remote nya aya bhs indo  mantulll thanks bardi smart home"
"1740","bardi uk  mudah banget digunain  modern  lamang  i fungsional   rumahku  gam disambungin  aasi"
"1741"," keren sih ni aasi tao   en nge add device   bardi switch doang ya gue en nge add bardi light bulb ga   keren tuh lamisa diatur gitu tolong  diaiki ya dah "
"1742","mantap"
"1743","seneng banget  uk bardi  smart remotenya  alanan ng  rumah tinggal ngiduac  hp samumah udah adem"
"1744","tolong  tambahin uk sei cctv kilangsung  uk bardi uk sebelah aja udh nyedian cctv"
"1745","remotenya    nyalain ac g   matiin"
"1746","aasi  bagus  stabil sei smart home    aikan  fitur lokasi  mbahan fitur  mengubah warna lamndikator  saklar"
"1747","mantul gan keren banget  menyediakan alternatif smart home  mendukung iot  tetamah  kantong  ayang simdan relevant  semangat bosq"
