"","klasifikasi","score","text"
"1462","Positif",3," keren banget aasinya ah bikin rumahku  smart"
"1463","Positif",1,"aasi bagus disertai  hardware ukung  mantap"
"1464","Netral",0,"bardi makes life easier best smart home a"
"1465","Positif",1,"produk  smarthome   berkualitas   ama kali nyoba smart bulb  langsung nyoba a bardi ternyaat fitur bener bener   berguna banget ga  ganti warma  brightness taita   atur jadwal kalamati  hiduantakoknya"
"1466","Positif",2,"fitur     memuaskan  recommended wajib banget  produk iniiii i love this feature so much"
"1467","Netral",0,"pagi     bardi"
"1468","Positif",1,"produk terbaik  smarthome"
"1469","Positif",5,"awall nya nyoba beli  lameryata bagus  mudah  mengatur sesuai     mengatur lamari jarak  mantatur nya  lengkarang kualitas bagus harga terjangkau mntmoga  maju uk bardi"
"1470","Netral",0,"bardi is the best uk cctv nya  jernih  berfungsi  dangat   tonget"
"1471","Positif",2,"bardi is the best produk lamangat bagus  tinggal bilang  otomatis hiduemoga  berinovasi  bagus"
"1472","Negatif",-1,"aasi smarthome local ama   tau cukuer friendly   membantu mengatasi kemageran  hiduroductnya  t dicoba gak aya silahkan buktikan   semoga bardi   inovasiinovasi  mantaaf  ime  aasinya biar  kece "
"1473","Negatif",-2,"product berkualitas harga miring jaman now mah  otak aja  mesti smart rumah mesti smart donk bardi is the best "
"1474","Netral",0,"i love this ai have  devices bardi lights r  and smart breaker i cant wait for other smart devices to have it i can turn on and off devices remotely good job bardi"
"1475","Positif",2," nyaan ngelantai tinggal suruh aza  hasilnya  bersih bardi  yg terbaik"
"1476","Netral",0,"bardi smart home is really reliable   u berlelah lg utk menyaan mengelantai rmh  "
"1477","Netral",0,"gak  lawan  uk  ngasih harga terbaik   bener onya"
"1478","Netral",0,"uknya  keren harga   bersahabat  kantong"
"1479","Negatif",-1,"gara uk bardi  nyalain tv tinggal ntah i suara aza gk u gerak et remote lg "
"1480","Negatif",-1,"rumah udah serasa markas ironman gara uk bardi bikin nagih rmh jd smart  bs dikontrol  suara"
"1481","Netral",0,"gk ah nyesel beli uk bardi mah en nambah "
"1482","Netral",0,"gokil  uknya murah t murahan "
"1483","Netral",0," coba smart bulbnya eh  ketagihan  seisi rmh uk bardi"
"1484","Netral",0,"nice aprovide excellence service for those who want to be the next tony stark i do highly recommend to use this app"
"1485","Netral",0,"bardi khusus kaum rebahan "
"1486","Positif",1,"produknya bagus pengosian  aasi mudah  aasinya mudah dii langsung terkoneksi  mengikuti njuk  kertas petunjuk  beli   uk  dirumah"
"1487","Netral",0,"ok a"
"1488","Netral",0," membantu   affordable iot ny "
"1489","Netral",0," me lihat bbrs uk smart home  han jatuh  bardi krn  uk nya byk  fitur nya lbh ok dibanding dgn komtor  nya gk nyesel setlh i uk bardi"
"1490","Positif",2,"bardi smart home ha dirumah   cctv colokan lamuga gam dii awet   membantu banget agi dikombinasikan  google home sianunggu inovasi uk   tau   xiaomi nya indonesia  eksi   negri amin "
"1491","Negatif",-1," rumah toni stark  bardi smarthome"
"1492","Netral",0,"bagus  murah aasi nya  menyusahkan  gam  mengerti"
"1493","Netral",0,"good acation works well easily can change my lamlor and brightness via this a"
"1494","Netral",0,"kerennnn bangettt nich bardiiii   beliiiii uct  lagiiii "
"1495","Positif",1,"aasinya  intuitif  ukuknya  ekonomis  canggihcanggih"
"1496","Netral",0,"udah beli circuit breaker wall switch  bulb  yg  on the way remote irt  dicobain yg bulbsumkeren bgt sih inibisa set ambience rumahberguna bgt  yg  ninggalin rumahng kantor telatseneng bgt sih  inovasi kyk giniga was rumah gelaat luyalain lampu"
"1497","Positif",1,"bardi bener han yg smart   zaman yg serba canggih "
"1498","Positif",3," better   smart life  smartthings   aances nya banget uk bardi gak nyaru  device merk   enak banget   udah  ekosistem nya bardi "
"1499","Positif",3,"bagus banget aasi nya mudah dii barang nya  bagus  amen    ar"
"1500","Netral",0,"mantaat generasi rebahan  nyalain lamatiin tv nyalain kidll bsa  tiduran"
"1501","Netral",0," bardi  aasi nya friendly banget da gt  discount menarik ham hum isi nya bardi  "
"1502","Positif",2,"aasinya gam banget    uknya agi  jemn maju  bardi "
"1503","Positif",1,"aasi   berguna   bagus  dik  nyalain  matiin lamuga   atur warna kayak  remot gitu   mager   aasi "
"1504","Negatif",-3,"suka bangeet  ama kali beli suka ga  trnyata  sadar klo  uk branded  asli indonesia sukkaa bangeet  bermanfaat sekalii  orang  ga tau klo      brand sebelah hihihi"
"1505","Netral",0,"aasinya  mudah   uk uknya   bikin seisi rumah  smart "
"1506","Negatif",-1,"mantabardi  kerjaan rumah  mudah"
"1507","Positif",7," aplikasinya bagus banget keren banget bardi meskiaku  a  lamaku suka banget  uknya   google assistant   asik banget semoga   da lamari bardi   banget "
"1508","Negatif",-1,"penggunaan mudah  harga terjangkau   smart  smartbulb semoga  menjarah  cctv  wallswitch haha"
"1509","Netral",0,"aasi simdan mudah     set uart home smart device bardi  "
"1510","Netral",0,"siag tau bardi skrng i kareba bardi  tau smart home "
"1511","Negatif",-1,"mantaaaoduk bardi    schedule   activity  smarte    ng ing  murah loh uknya  berguna  orang  males gerak sei  "
"1512","Netral",0,"decent asimdan mudah mengelola smart device  overall a great home automation a"
"1513","Positif",1,"bardi manteb banget produk lokal  international uda  uk bardi so far heanget berasa hidu dunia  de "
"1514","Positif",1,"kalagi     dirumah  dikenadliin agi uct bardi  gokil abiss thank you bardi"
"1515","Positif",2,"aasinya user friendly banget  uknya  smart bulb  enak       belajar tidur dll"
"1516","Netral",0,"smart a friendly user "
"1517","Netral",0,"manteasinya lengkangett"
"1518","Negatif",-1,"semenjak  bardi rumah serasa a asisten adi mirirvis mayan  kaum rebahan  bertambah neh smarthomenya"
"1519","Netral",0,"falling in love with bardi smart home "
"1520","Netral",0,"good uct with best e"
"1521","Netral",0,"best and smart home device very recommend"
"1522","Negatif",-1,"smarthome for smart le hidumakin mudah  orang yg mager kayak gue hahaha  berinovasi bardi  jaya"
"1523","Netral",0,"easy to use for bardi led strimbest and ect home acation very recomendation"
"1524","Positif",3,"produknya bagus harganya murah aasinya bagus banget mudah diinya      dikasih tau  dalem box bardi   adain o  semangat  belanja   en give awaynya hehehe makasih bardi indonesia"
"1525","Positif",2,"   sucanggih  uk bardi  produk lokal tk abal yg ing ramah dikantong mantab"
"1526","Positif",1,"  uk smart home  harganya affordable  kualitasnya  bagus thanks bardi"
"1527","Positif",1,"mantanget ekosistemnya bardi  diimentasikan  google home ajib banget dah "
"1528","Positif",1,"mantebenar smarthome   n lamw w ir remote smart breaker door sensor  berfungsi   connect  google assistant  berfungsi    tinggal menunggu kedatangan smart  led striada nya next  order lamagi semoga sukses   bardi"
"1529","Positif",2,"aasi kerennn  uk yg keren abis makasih bardi  uknya bikin  smart rumahnya "
"1530","Netral",0,"mantakai bardi  membantu utk keseharian  masi en beli uk yg  "
"1531","Positif",1,"human interface  aasi   mudah  nyaman    fiturnya  simsesuai  kebutuhan  atur berdasarkan lokasi  atur timer life time ngkat    one touch   ngkat   miliki weeeiii nagih benerrr"
"1532","Netral",0,"aasi mudah  mi   harga ngkat  terjangkau semoga aasinya   ue"
"1533","Positif",2,"kualitas barangnya bagus banget  harganya  kantong agi aasinya "
"1534","Netral",0," bardi  kalangan  merasakan smart home perangkat terhubung  abardi   mudah  kombel thanks bardi"
"1535","Positif",3,"bardi uctnya keren  bagus banget   coba lamntuk smart homenya and yes its work and totally amazing pelayanannya  a  essional bravo bardi"
"1536","Positif",2,"wow keren banget ni aadi  smart dah to dah"
"1537","Netral",0," mudah dimi   tarun  automation"
"1538","Positif",1," coba  lamardi  amaze  terang  saturasi warnanya bardi gegara dadisc rb  khilaf "
"1539","Positif",2,"excellent a servernya stabil banget mantah knya"
"1540","Positif",1,"bardi smart home terbaik  nomor  dj hati "
"1541","Positif",2,"biarin bintang yg berbicara"
"1542","Netral",0,"bardi smart home akali   mencoba smart home terimakasih bardi"
"1543","Positif",1,"smart home  bardi   smart lock nya bagus bgt ciyus"
"1544","Positif",2,"produk smarthome asli indonesia easy to use tamn aasi bagus  harga terjangkau"
"1545","Positif",1,"easy to use tamn aasi keren harga yg terjangkau    o good job"
"1546","Netral",0,"good uct"
"1547","Positif",2,"bardi terbaik mengatasi  mager wkwkwkwkw"
"1548","Netral",0,"bardi  berkembang   mendengarkan saran dr gunanya"
"1549","Positif",2,"lho yaa barangnya mantab banget osian mudah  thanks bardi"
"1550","Positif",1,"bardi  terbaik    nomor  smart home  indonesia"
"1551","Positif",2," ku suka  bardi  smart bulb  interface aya  friendly bgt       bahasa inggris  bardi  bikin skenario  bahasa indo greget h semoga interface ui nya diantik  biar  keren   gam  setting  la nya"
"1552","Netral",0,"tried  items first  smart lamart  n smart breaker they work well all can easily be rammed with either timer scheduled or weather conditions with a user friendly awill definitely use more of these kind of automation for my uing new home"
"1553","Netral",0,"aasi smart home    teknologi maju ue  ya"
"1554","Netral",0,"bardi makes life easierlove itthank you bardi "
"1555","Netral",0,"bintang   aini  rumah   ar"
"1556","Positif",1,"bardi smart home  ue  aktif terbaik"
"1557","Positif",1,"akasi  memudahkan   seneng    mengenal bardi smart home  harganya   terjangkau  mudah diunakan  semoga kedeya bardi     "
"1558","Positif",1,"akasi  memudahkan   seneng    mengenal bardi smart home  harganya   terjangkau  mudah diunakan  semoga kedeya bardi     "
"1559","Positif",3,"bagus banget alatnya   gak  kendala  sangan maukaiannya  ng  suka   udh   voice assistent mantap banget dah pokoknyaa"
"1560","Positif",1,"aasi  cukuren    ar dah puas banget"
"1561","Negatif",-1,"yes bardi  emang merek  menyajikan uk uk smart home murah taamurahan bener bener  alaman smart home  nyata   harga  terjangkau again murah taak murahan kereen"
"1562","Positif",1,"bagus  smarthome aance  smartlife  user interface nya friendly user "
"1563","Positif",3,"produk uk bardi  bagus  harga  terjangkau   rumah  smart lamll  terintegrasi   dikontrol terima kasih  solusi inovatif nya"
"1564","Positif",2,"mantanget min  beli yg watt rgbww udah nagih h sih  ganti scene  enak  tidur malem kalo lg mager tinggal  voice  harga yg murah banget  salut "
"1565","Positif",1,"bardi smart home gk ad tandingan deh sellau  hati    indonesia tercinta"
"1566","Negatif",-1," tis  betah dirumah mantaoduk bardi ng murah taidak murahan"
"1567","Netral",0,"bardi  dihati samaun"
"1568","Negatif",-1,"   uk bardi   beli  lengkadi rumah"
"1569","Netral",0,"rumah  sei iron man  nih bardi terbaik deh"
"1570","Positif",3,"produknya murah  kualitas  keren canggih  aya  memudahkan  tot"
"1571","Positif",1,"sumkeren banget udah i bbroduk bardi sei lamd strin smart ir  kontrol    dirumah"
"1572","Positif",3,"produk brand lokal kualitas terbaik  harga ng terjangkau produk smart homenya ng hits  bikin betah  rumah  memiliki asisten sekelas jarvis iron man hamsemua uk bardi terkoleksi dirumah sukses  bardi  cian  uk smart home  "
"1573","Positif",1,"produk   keren euy  mo nyalain laminggal  ok google turn on the light udah gak khawatir luatiin ac kalo  buru buru i aasinya  sufriendly gam banget nya intinya uk the best  aasi  the best "
"1574","Positif",2," semberharaa lamg  dikontrol   smarte t harga yg  terjangkau  voila   jawabannya memudahkan bgt  kaum yg     rumah  kaum yg kalo  rumah ennya rebahan    sekedar matiin saklar aja mager aasinya simmudah dimi    yg bikin bangga uk asli indonesia"
"1575","Positif",6,"produk bardi smarthome  berkualitas bergaransi  harganya terjangkau semoga bardi  meningkatkan kualitas  menambah uk smarthome  terbaik sukses   bardi indonesia "
"1576","Netral",0,"its great a  make for pc"
"1577","Positif",1,"user interface  simmembuat aasi  mudah  ditambah  o o cashback menarik   aasi good job bardi"
"1578","Negatif",-1," i smart socket bardi sumkeren  dah agi setiaitch  dimatikan  dihidu    via aasi  mengurangi orosan kaian  gak u"
"1579","Positif",2,"produk  oke banget  kualitas nomor  aasinya  mantan mudah diosikan "
"1580","Netral",0,"mudah  mengerti   kombinasi  uk bardi yg   manta  smarthome  im "
"1581","Netral",0,"  hati  i lammarthome bardi"
"1582","Positif",1,"uct local terbaik  ngkat smart home  aasi   esay to use  simkita  mengontrol  ngkat bardi    aasi tortokop"
"1583","Positif",1,"recomended uct   beli hamsemua uct bardi   smart remote smart breaker smart  camera cctv led strin  berjalan    sim aasinya  ringan   suka buka cctv nya  cedi banding komtior good job bardi"
"1584","Positif",4," ui  ux aasinya simdan mudah  gunaannya semoga  ue kedeada fitur   aasinya   bikin seneng  rebahan  uk mantakoknya  memudahkan  bikin tis  rebahan   smart light  smart breaker next  nambah smart light  beberauang dirumah terimakasih bardi "
"1585","Negatif",-1,"produk smart home   mudah  diosikan   rumah  mewah terimakasih bardi      produk bardi"
"1586","Positif",3,"abardi  dikhususkan  uk bardi    realibilty  mudah  perangkat   rumah ar tersedia  lamctv samfeeder  hewan haraan sukses  bardi semoga   uk lainya terima kasih"
"1587","Netral",0," mudah   sesuai deskri rumah jd  mewah  ng smart light bulb"
"1588","Netral",0,"  lamang  menakjubkan berteknologi modern  dirancang  ilmu etahuan  mum lamang benarbenar kekinian mudah diatur sesuai   bintang     cukutuk menilai  lamengan teknologi  benarbenar menarik    inovasinya sukses   berharamiliki  lamardi   ganti  lamang   setiaangan rumah  very interesting good job bardi "
"1589","Netral",0,"best smart home equit  sih  iseng nyoba lamintarnya ga taunya racunnya bardi menjalar samen a  uknya   uknya keren  bikin lik rumah   sei ironman  "
"1590","Positif",1,"keren banget  beli lamiar tis eh keterusan beli smart home    door lock door alarm cctv yg  sal bardi  murah bangettt"
"1591","Positif",3,"aasi nya keren banget asli ui nya  produk nya no gagal dah iot banget "
"1592","Positif",1,"keren sih  aasi"
"1593","Netral",0,"berkat bolam bardi w  jd ga u re matikan switchnya  sei kaya ironman "
"1594","Netral",0,"aasi nya suka banget ui nya mantaoduk bardi no gagal deh"
"1595","Netral",0,"keren aya    mewakili  uk tinggal   ue  mbahan fitur  sei  amart ya  kendor mantap"
"1596","Negatif",-1," bardi rumah   er wkwkwk"
"1597","Positif",1,"bardi smart home  yg terbaik  hati  smart home"
"1598","Positif",2,"thank you for making my life so much easierrrrrr kee urdi  tunggu uct hebat  "
"1599","Netral",0,"tetarbaik teta  tetadate "
"1600","Netral",0,"gk kuat nih bardi  nomor   hati "
"1601","Netral",0,"klau gk ad bardi     smart home terimakasih bardi"
"1602","Netral",0,"rumah  berwarna  bardi smart home"
"1603","Positif",1,"bardi smart home ama kali  i  mencoba smart home terbaik bardi"
"1604","Netral",0,"gak terbayang  bardi  merasakan smart home"
"1605","Netral",0,"   tenang menghidu  mematikan ngkat"
"1606","Positif",1,"  bardi  ham   bardi memudahkan  tinggal ngomong  hp beres dehh "
"1607","Netral",0,"barang  ue    barang    lengkasemua uk bardi"
"1608","Positif",1,"bardi smart home  ue    yg terbaik  "
"1609","Positif",2,"bagus banget  beli uk smart bulb  buah    mesen  yg "
"1610","Negatif",-1,"  ad beberaerangkat bardi  rumah  tingkatkan  "
"1611","Netral",0,"bardi best mengikuti embangan jaman tingkatkan  bardi"
"1612","Netral",0," knya   bardi wall switch bardi bulb  bardi smart memudah    mengatur lamyalamati   malam tamn aangat   "
"1613","Positif",1," ironman  sayanya terbaik  bardi"
"1614","Netral",0,"bardi   hati"
"1615","Positif",1,"seneng banget  bardi tau  aya langsung coba    easy to use semoga     "
"1616","Negatif",-1,"istri  ngenalin  i bardi mantenget uknya  rumah  smart"
"1617","Netral",0,"produk bardi mantaudh make dr   gak ngecewain "
"1618","Netral",0,"produk bardi ng torkotoamsemua   aasinya   user friendly recommended bgt dah"
"1619","Positif",2,"bardi memudahkan gue  kontrol smart home  jarak    u khawatir  ninggal rumah taalam   nyala tinggal kontrol aja  aasinya  gokil banget sih  keren"
"1620","Netral",0,"you dont even have smart tv on your category"
"1621","Positif",2,"  bagus   dark mode"
"1622","Positif",1,"lamlub watt  membantu kalo terbangun   malam   susu  si babydan si baby  ngak takut  kegelaarena   diatur sesuai  tingkat kecerahanmantardi smart home"
"1623","Netral",0,"excellent product"
"1624","Positif",2," bermanfaat sesuai kebutuhan"
"1625","Negatif",-1," coba smart light bulb n smart remote ir nya taerasa kaya aeronmen canggih bener haha  nambah uct nya bardi yg   ya"
"1626","Netral",0,"barang barangnya keren ga ngecewain   "
"1627","Positif",1,"pake bardi serasa   dunia modern cuy"
"1628","Positif",2," ng mudah  murah bikin rumah  ar  keren thanks bardi  udah ngerasa aman  tenang    rumah   terkontrol  hande "
"1629","Netral",0,"best smart home aasy to use with simui work well with bardi led stright and bardi w smart lamp"
"1630","Positif",5,"keren bardi rumahku   aman  terschedule lamarasinya berkat bardi sisa robot vacum yg  sy beli  bohlam led striart  smart door sdh terng dirmh terima kasih bardi"
"1631","Netral",0,"produk mantang didukung  aasi keren mudah disetting mudah  ntauan menu familier  nggak susah  cari fiturnya user friendly banget  rfull  kontrol uk uk smaet dirumah nggak  bingung  cukuka aasi bardi smart home  dunia  genggaman "
"1632","Positif",1,"mudah diosikan   o  beli smart device  ecommerce lumayan hemat"
"1633","Positif",3,"produk smarthome  harga terjangkau  kualitas  fitur yg  kalah  uk smarthome  dgn harga yg    semoga kedeya ekosistem bardi smarthome   luas"
"1634","Negatif",-1,"emang da best  uct mauaa cicil   ude rumah  smart home  temen yg keracunin gegara  ud uct bardi semangaaaat  bardi always in control"
"1635","Negatif",-1,"bardi smart home terbaik  rumah  smart     santuy  gk ribet "
"1636","Netral",0,"this acation is easy to use same with smart life  tuyasmart and the product of bardis brand are very good quality and i have bought  smart led bulb rgbcct  watt  smart led bulb rgbcct  watt  smart led bulb cct cw ww  watt and  smart breaker "
"1637","Negatif",-1,"gila sih   berasa a jarvis  rumahh  next  lengkadevice "
"1638","Netral",0,"  aaberjalan  problem  kendala   home member member daditambahkan  tetaidak  mengakses device meskisudah diijinkan usul mohon  schedulling  lamgb    on off  tetauga han warnanya   jam  malam nyala merah jam   off jam  sore nyala h"
"1639","Positif",1,"its perfect if the music mode rgb light bulb can really listen to music beat please fix this  yall can connect the ao sfy music cloud etc to make the color change goes smoother thanks"
"1640","Negatif",-2,"salah  uknya  led stri   aasi nya ga  han device led stri"
"1641","Negatif",-1,"alarm  sensor u delay cukuma  kadang buka abaru bunyi alarmnya  buka unya uda menit   kalo  maling uda keburu ng  malingnya"
"1642","Negatif",-1," schedule tambahin range   ga"
"1643","Netral",0,"sayangkurang oal bwt tablet ditunggu ue an nya"
"1644","Negatif",-1,"many bug on wifi connection with smart device"
"1645","Netral",0,"since ae all bardi device have random disconnect issue"
"1646","Netral",0,"gabisa connect ir blaster "
"1647","Netral",0,"smart and very useful aesally in indonesiakee the goodwork bardi"
"1648","Netral",0,"doesnt integrate well with google home it is very difficult to add a hardware to the google home anot recommended for those with google nest ecosystem at home"
"1649","Positif",4," smart bulb  fitur ta run  automation mode colour   meskidih mode colour warna lamkan  warna h  warna tetatih   berganti warna  pet feeder    google assistant maugoogle home     ntah yg    google assistant   google home   fitur pet feeder yg     mohon aiki     ue    ubah   stars  beres"
"1650","Netral",0,"tambahkan shortcut onoff  home screen android"
"1651","Positif",1,"aasinya sdh cukudah utk  saran  tambahkan  aiki  ountuk bahasa  bahasa aasi nya sesuai bahasa default  androidnya"
"1652","Netral",0,"berguna  smart home"
"1653","Negatif",-1,"    voice command  suka error coba akun bardinya  link   google assistant cari   internet kalo  google assistant sy gaah    voice command"
"1654","Netral",0,"need dark theme"
"1655","Netral",0,"the aoesnt link to my lamain after  day of usage"
"1656","Positif",3,"bagus  saran mohon ditingkatkan  fitur musiknya   akurat terimakasih"
"1657","Netral",0,"good devices but i think it could be better if u can add ability take shortcut for controlling the remote withour navigating from the ato home without using widget otherwise so far so good"
"1658","Positif",2,"berfungsi   terima kasih"
"1659","Netral",0,"min sebenernya  aasi nya   bardi smart home  aasi smart life"
"1660","Negatif",-2,"kelemahan ip camera indoor   mematikan lamerah nda ir night vision  on  lamerahnya nyala  ip camera diletakkan dekaca  ulan bayangan  mengacaukan ir night vision tolong diaiki     bintang "
"1661","Netral",0,"good"
"1662","Netral",0,"this is a hard one to review i was so excited until we have a local uct i am all about suting the local business and wish that i could also recommend these to my clients i own a design and build firm fyi however this as not e time ready its counter intuitive i will be contacting the bardi team for list of things to ime as i am a firm believer in suting the local business and really wish for the success of your com until then this is far from ready"
"1663","Negatif",-4,"minor bugs yg  alami  lamarnanya  ga akuratkdg  kehilangan warna kdg  ga bs darna merahhr ni  ga bs darna birupdhl d lingkaran warnanya  pas"
"1664","Negatif",-2,"   ue  ya   notif sei  smartlife atolong diue ya"
"1665","Netral",0,"mantagus"
"1666","Netral",0,"need imement the ui is too comated and the english language is weird"
"1667","Netral",0,"smart living designed brilliantly"
"1668","Netral",0,"great a  make schedule for auto on and off with time based since i just found for on feature thanks"
"1669","Netral",0,"need to have widget to make it more userfriendly to ote"
"1670","Netral",0," fix the voice assistant its not working edit  beberaam habis  review langsung daue hihihi  voice assistant nya  "
"1671","Negatif",-2,"    i aasi   ngkat bardi   ngkat nya bagus  recommended banget    aasi bardi smart home nya kalo sems internet koneksi  google home  s  dicoba reconnect  unlink  gak    connect ulang ngkat bayangkan kalo  ngkat betaibet nya  reset ulang  konek   semoga  diaiki ya"
"1672","Netral",0,"   semoga kedeya   ue  automation scene  co leisure gorgeous     otomatis scene    "
"1673","Negatif",-2," ac sonic  ga  connect  smart ir ya  macem     "
"1674","Netral",0,""
"1675","Positif",1,"fitur voice command   "
"1676","Negatif",-2,"khusus imera cctv dibagian alarm schedule nya   berfungsi    setting rentang   menyalakan alarm taetaja alarm berbunyi   merean  notifikasi  masuk"
"1677","Netral",0,"voice assitant is not working"
"1678","Netral",0,"cheation for home automation works well and they have come ecosystem"
"1679","Positif",2,"overall aa bagus taanyak fitur  dihilangkan  zeegbee  camera kenaa"
"1680","Positif",1," beli bardi   coba rate   sblm lueview keren buatan indonesia"
"1681","Negatif",-2,"  akasi smartlife aedanya ya  dus   scan  suruh download smartlife jd bingung   a"
"1682","Negatif",-1,"add family member bwat  bs akses device yg  en dirasa  membingungkan karna ui and es not user friendly  disayangkan"
"1683","Positif",1,"aasi nya oke  fungsional  bagus  kalo  fitur custom scene    seterus nya   save konfigurasi laman diaktifin  ta launch biar gak kalah gtu  uk sebelah semoga ceada ya fitur nya ps ifttt  rencana  disut  gak"
"1684","Netral",0,"i dont know why the voice command and the music mode is not working led rgbww w when i start sing its just say sorry we cant undertand that you are saying so  fix this asap"
"1685","Negatif",-1," lamering offline ya  wifi "
"1686","Netral",0,"i think the widgets size is to big make it smaller so its gonna be better or make the widget available to resize"
"1687","Netral",0,"good but can you  add device widget for switching on  off"
"1688","Negatif",-1," sharing dg keluarga  ya"
"1689","Netral",0,"ah  kontrol  google assistant   lamodel     "
"1690","Positif",1,"overall bagus   mbahan anggota keluarga  home  nomer teletaendaftaran akun bardi  i email  settings   menu verifikasi nomer tele  gimana  utk share devicembahan anggota keluarga"
"1691","Netral",0,"bardi smart remote   connect  sound jbl  butuh bgt "
"1692","Negatif",-2," bardi  gaada han ganti warna ya min"
"1693","Negatif",-1,"kaada ue  ya  beberaefresh   berjalan ditunggu ue nya good job"
"1694","Positif",1,"fungsional taasih   u diaiki sei resifitas aasi      sut dark mode"
"1695","Negatif",-1,"smart light nya  mati lamalu nyala    ngikutin schedule yg  terram kecuali  manual tolong  fix"
"1696","Negatif",-1,"  mencoba ntah suara an  aasi bardi      sorry i cant understand what youre saying"
"1697","Positif",1,"the music mode is unavailable on my bardi smart lamp"
"1698","Positif",2," tunggu  sut  samsung smartthings oke  udah sut  bintang  "
"1699","Netral",0,"oknice n simui"
"1700","Negatif",-2,"  berhasil install smart remote ir  lamardi  rumah  yg    ntah suara via google asistant aanya on  off  sy coba ntah ganti channel tv  ubah temtur ac via google assistant   yaa mohon  nya     setting nya berhubung buku manual  informasinya"
"1701","Positif",1," widget tolong  versi simnya   gede banget kalo ng widget ui nya"
"1702","Positif",1,"ditunggu kak fitur scene music  bardi  watt"
"1703","Netral",0,"  add device uk smart bulb  watt    uk  watt   watt   fix it thanks"
"1704","Netral",0,"  tring crash device  double  bertumdengan smart life"
"1705","Negatif",-1,"tolong   sharmote air fier  ir nya"
"1706","Netral",0,"tuyabased"
"1707","Netral",0,"good abut i cant connect it to my second bardi light"
"1708","Netral",0,"beda nya  aasi smart life aa"
"1709","Netral",0,"voice command not working"
"1710","Netral",0,"unable to connect to my suedly smart light bulb"
"1711","Positif",1,"  bagus   saran    ani bekerjasama  ifttt    custom command"
"1712","Positif",1,"schedule nya    on off    setting warna mode  kalo schedule   setting warna     bintangnya"
"1713","Netral",0,"good a you can control your lamst with your e"
"1714","Negatif",-2," u  beberaugs yg u  fixing  ya  sy lihat ani jarang   ue aasi nya   refresh   nyangkut   klik resnya lumayan lambat beda  amarthome yg sblm nya semoga cedi aiki"
"1715","Positif",3," ngasih bintang  ttur ip cam  aasi  u  enahan tdk  fitur utk co harekaman  aasi   ing      rumah   kejadian ing yg terekam   fitur coentu data bs  diamankan     fitur hajg ing krn   microsd  h     rumah pd otomatisasi trigger ip cam jg  deteksi gerak   trigger  setika night vision aktif"
"1716","Negatif",-1," install  aasi smart life     connect  google assistant  ing sukses  ntah suara ok google   daya listrik dimkan  dinyalakan     via google assistant  kasusnya  smart life   r aasi smart life  bermasalah  a bardi    sih  kalo  kontrol ngkat  manual  aasi bardi nggak  via voice command ok google"
"1717","Negatif",-3,"automation  ganti temrnanya kadang ngebug ga berfungsi contoh   ganti cool white  voice command google home temure bardi    ganti  k kdg bs kdg ga  trus sistem grou  nggak  jd  masukin  klo  bikin automation temure lamlo  satuannya kelvin   bs diin keyboard su gmyettingnya taverall ok sih   ukuran smartbulb budget smoga kda rgbnya bs ky  hue "
"1718","Negatif",-2,"menu automation kadang jalan kadang nggak      ya"
"1719","Netral",0,"pakai aasi bardi aakai aasi smart lifenya tuya sih"
"1720","Netral",0,"barusan beli smart ir sayangnya blm berhasil nambah ser tombolnya off   milih ser altec lansing    bangoluffsen    hannya"
"1721","Netral",0,"voicecommand not working fix this you get  star"
"1722","Netral",0,""
"1723","Positif",1,"setting  berhasil  gimana  konek tanifi hots  i wifi ha"
"1724","Negatif",-1,"aasi  bener   smartlife ya"
"1725","Negatif",-1,"pakai  hn hotskok gak  ya"
"1726","Negatif",-1,"ac daikin susah konek"
"1727","Positif",1,"smart breakernya tolong  aiki  kadangkadang aang dijadwalkan  onoff  kadangkadang status smart breakernya suka offline    restart  manual   error  berfungsi  kalo   aiki   rate  bintang thanks"
"1728","Netral",0,""
"1729","Netral",0,"thank you bardi smart home your device and aare cool and easy to use"
"1730","Netral",0,"bagus aasinya raan mantangat fungsional     bug   semoga  lancar  awet "
"1731","Positif",1,"terbantu banget  buku uan bardi udah  bahasa indonesia  gam  dimengerti"
"1732","Negatif",-2," bingung sih  hubungin  aama ir remotenya gimana taetelah gue baca buku uannya sih langsung  connect thank you bardi"
"1733","Negatif",-2,"wow jutaan orang  menyadari   damenyalakan botan elektronik  rumah  handenya wow"
"1734","Positif",1,"penasaran gara iklannya muncul   instagram  gue coba  beli     berubah samjt warna gak aya sih tamang beneran warna   diubah sesuai  gue "
"1735","Negatif",-1,"halo admin  ga ya device  dikasih data  contoh nya   smart ir remote bardi   data json nya tgl jam kasaya matikan  hidu thanks"
"1736","Netral",0,"mantanget    setting warnanya  smarte "
"1737","Netral",0,"oktkssya coba "
"1738","Positif",3,"lamardi keren banget sih udah    review  instagramnya sukses  bardi "
"1739","Netral",0,"wow tv  ac  rmh ane jd smart  ir remote nya aya bhs indo  mantulll thanks bardi smart home"
"1740","Positif",2,"bardi uk  mudah banget digunain  modern  lamang  i fungsional   rumahku  gam disambungin  aasi"
"1741","Negatif",-2," keren sih ni aasi tao   en nge add device   bardi switch doang ya gue en nge add bardi light bulb ga   keren tuh lamisa diatur gitu tolong  diaiki ya dah "
"1742","Netral",0,"mantap"
